,0,1,2,3,4,5
0,-1.7625753481830018,-1.1202015044770224,0.06131520245828102,0.7664528640048035,1.714228227407617,-0.22446796815581402
1,-4.745700941961428,2.3537523467431876,0.404271394602188,-1.5985825997622556,3.1186784976730277,-0.24588093184184326
2,4.831690394036622,1.9622402385918443,0.8983734535376747,0.3867750231339701,-0.033467494778048175,-1.2936310646011306
3,2.545331598509887,1.7918038483076724,1.3617040758823509,1.3411765722724094,0.16980778205143005,-0.5215270995850291
4,2.157563825347616,-3.771623006188442,-0.11538592810939796,-1.1149461545017887,0.4471805417119739,-0.13056886984494728
5,-0.6914183992785506,1.1097743723918612,1.3009533188875513,-0.4592734130796222,-0.7939482599698364,1.103599601296324
6,-0.4802227044450972,0.5900455471989373,0.3793423668361445,-1.255995963663353,0.6687642930559771,1.392404570143511
7,-0.49637456416569536,-2.2589587229306556,-0.14287620963410622,1.4735589246172702,-0.8918657927404243,-0.6518595614522759
8,2.571955697942674,-0.22498285318795863,-0.46520928720116733,-1.0604979887863812,0.5209034688227094,0.047155879675036594
9,-1.2389064266938818,-0.5584578053618254,-1.1591681120377995,0.6983332995639177,-0.44488178144997303,1.107892498922235
10,-2.27862796430231,-0.0689913398266955,-0.03775317664559253,-2.5052319950820428,-0.4920262882800794,-0.030720929117848902
11,-2.870506954017805,-1.1832431056763841,2.2459992857132867,0.11987265165072192,2.135431862867784,-0.6530452588098627
12,-1.583827291910524,-1.3552047898969817,-0.8000469168746077,0.6980011706224714,-0.7375002779482137,-0.5046875546975168
13,3.7427797819510507,1.2425267109458238,0.6799523106574675,0.33408881765509435,0.20296961147882236,0.4104913388130038
14,-3.6716601415156305,-0.7348587949776823,-0.035223634391700016,1.4278007987974601,1.8111294007550747,-1.60658852873013
15,-3.404989235202408,2.017770800471862,1.4576981625614944,-0.11492756548366576,0.660935192025882,1.3105726833392648
16,-0.34954774948042927,-1.354496412751186,-1.0152711641448837,-0.7729907004609929,-0.16609017520306504,-0.5032847744213791
17,-0.38558543623972336,-0.6067068874899816,-0.535955722263525,1.952374842843246,1.1989620393979556,1.6938345571733735
18,3.0994715214328683,-1.1706030018393179,1.508328061649463,-0.5102233475259562,-0.02484318152718724,0.23786567928332097
19,-0.15304448827199996,-2.0281538725101784,-0.9488398753356786,-0.8867818764944815,-0.24471957016016893,-0.11847826472725567
20,-3.788191514399339,2.095803248446172,2.0533706193341486,0.6496327097002492,2.535999484390154,0.22007152545171582
21,-3.017888437554801,-0.4464517592559534,-0.8477502357053565,-0.7917722120632074,1.224836764634573,-0.4803836218605099
22,-0.09207017530163428,1.1436496434112913,-0.2513398009713872,0.818300561733254,0.6717512392321144,0.16155374197320202
23,1.02735237799989,-0.6575315677348921,-0.2913004254690541,-1.1169773878604734,-0.020268659938844642,-0.42475565056733006
24,2.1085706364432033,1.7972912824529397,0.029570915768856,0.920488232906224,-0.5494104991969704,-0.2700323621491248
25,0.9437610316991163,0.12446774652790651,-1.7453183420301004,-0.5354457656605326,-0.39080554011992075,0.12956710221716916
26,-2.5217209863777006,0.8996166672022707,-0.8445038811257621,0.784938803043251,-1.3697286388301384,-0.3240348455613213
27,0.58197597406247,-0.2956331034819128,-0.22228054642923548,-2.5433411246741393,0.20537554502269167,1.1502643606169822
28,3.9356850436046784,4.085997076487968,0.3071417507235385,-0.07799494983251447,-0.11532014251385558,-1.5516712458303996
29,-2.6818985630228784,-0.7539065091187437,2.0829143964486465,0.23774515036331018,0.38591421525283226,-0.57211199930671
30,-3.8445624793741997,1.379031620301443,1.3345905236164224,-0.8519762200028721,-0.7375276655842316,0.3696364956435774
31,-3.7767619364035765,-0.13023195712844893,-0.457057430353228,0.9546369111866185,0.3419954231228196,-1.4247847388137176
32,-1.2133288218603457,-0.6232512811490803,-0.09644644586855175,0.39262478878192053,-1.050241734432599,-0.41556442782574265
33,2.550556538963207,0.5572538988415919,-1.6965378084676472,0.3475446135945349,0.3527173007368586,0.7930061097828475
34,0.14759708385332862,-1.7194231730685485,-1.6678235818139036,-0.04475618717776155,0.19354316706588354,0.0023873193264692177
35,0.8040101676707229,-1.0622326280343368,0.978717070590756,0.47782461095728945,-0.057546456279408055,0.040686219203375416
36,1.931876075678346,1.6810072412717634,0.5504230567197984,0.5031986555513424,0.5829661592866392,0.27256238200200156
37,-3.3592879627462575,1.946327704939926,-2.055039116146359,-0.3937577620089292,0.49529984369465135,-0.3081642608453686
38,1.858562023654163,-0.5841429357789193,0.7547730305772792,-0.04189505570647241,-0.49436227450404296,-0.9919257322771144
39,-3.5243255089810415,0.5089319612632696,-1.1379153386656506,-1.1040970152537997,0.3075225516414242,-0.7039960516987134
40,-0.9817430652564056,0.4793046626269733,-1.2775473014913272,0.6743116958984654,-0.503867350225608,0.7824152141325992
41,-0.7583988578176323,-0.7812495497303664,2.1706417391131834,0.5546635268086534,-0.8899766484923612,1.7084803885562543
42,-0.7658212495967914,-0.012155333264392281,-0.2573464051373014,-1.0707244775171463,0.02393389789009133,-0.3141586932276632
43,1.0900630117906382,-0.5102102179915765,1.0652883558645412,0.5705650333936721,-0.16308967134873864,-0.5476616514525882
44,-0.35761670557277647,-0.35612388283527535,-1.1824401633013166,0.13111708770851294,-1.0075456771453455,-0.633242600365169
45,2.3725381605554947,2.0421168634103997,0.07298771801082424,0.9401869373220167,-0.5104928993711879,-0.20478530162355596
46,-3.465081066717812,1.8249275289842701,1.9089927642113313,0.2831013012365454,0.14161924275734217,1.4588229516406979
